frame,eye_position1_up_x,eye_position1_up_y,eye_position1_down_x,eye_position1_down_y,eye_position2_up_x,eye_position2_up_y,eye_position2_down_x,eye_position2_down_y,gaze_project_x,gaze_project_y,eye_center_position1_x,eye_center_position1_y,eye_center_position2_x,eye_center_position2_y
Sean_5_11.mp4 8,319,141,376,198,267,140,328,201,-108,31,-0.5,-0.5,-1.5,-0.5
Sean_5_11.mp4 9,268,144,327,203,318,145,374,201,-108,31,-1.5,-0.5,-1.0,0.0
Sean_5_12.mp4 0,299,260,383,344,262,142,326,206,-75,14,-0.5,-0.5,-1.5,-0.5
Sean_5_12.mp4 1,301,268,375,342,306,146,364,204,-75,14,-1.0,-1.0,-1.5,-0.5
Sean_5_12.mp4 2,485,291,517,323,307,144,367,204,-75,14,-0.5,-0.5,-0.5,-0.5
Sean_5_12.mp4 3,283,161,307,185,299,261,383,345,-75,14,-1.0,0.0,-0.5,-0.5
Sean_5_12.mp4 4,304,141,362,199,258,142,315,199,-75,14,-1.0,-1.0,-1.5,-0.5
Sean_5_12.mp4 5,305,143,363,201,252,141,316,205,-75,14,-1.0,-1.0,-1.0,-1.0
Sean_5_12.mp4 6,483,288,520,325,305,267,373,335,-75,14,-1.0,0.0,-1.5,-0.5
Sean_5_12.mp4 7,294,143,360,209,302,265,384,347,-75,14,0,0,0,0
Sean_5_12.mp4 8,298,149,357,208,302,267,377,342,-75,14,0,0,0,0
Sean_5_12.mp4 9,291,145,358,212,303,270,375,342,-75,14,-1.0,0.0,-1.0,0.0
Sean_5_12.mp4 10,0,0,0,0,0,0,0,0,-75,14,0,0,0,0
Sean_5_13.mp4 0,402,184,449,231,378,554,400,576,75,38,0,0,0,0
Sean_5_13.mp4 1,407,183,457,233,471,284,519,332,75,38,0,0,0,0
Sean_5_13.mp4 2,408,180,460,232,341,176,411,246,75,38,-1.0,0.0,-1.5,0.5
Sean_5_13.mp4 3,407,177,461,231,338,170,411,243,75,38,-2.0,0.0,-1.5,0.5
Sean_5_13.mp4 4,418,192,440,214,358,196,384,222,75,38,-1.5,0.5,-1.5,0.5
Sean_5_13.mp4 5,412,192,434,214,364,291,424,351,75,38,-1.5,0.5,-1.5,0.5
Sean_5_13.mp4 7,389,184,441,236,470,283,518,331,75,38,-1.0,0.0,-1.5,0.5
Sean_5_13.mp4 9,397,186,451,240,327,180,402,255,75,38,0,0,0,0
Sean_5_14.mp4 1,364,180,422,238,294,200,316,222,-10,64,0,0,0,0
Sean_5_14.mp4 2,293,197,317,221,371,175,427,231,-10,64,-1.5,0.5,-1.0,0.0
Sean_5_14.mp4 3,366,177,421,232,290,163,374,247,-10,64,-1.5,0.5,-1.5,0.5
Sean_5_14.mp4 4,360,173,418,231,303,168,371,236,-10,64,-1.5,0.5,-1.0,0.0
Sean_5_14.mp4 5,314,194,341,221,354,175,411,232,-10,64,-1.0,0.0,-1.0,0.0
Sean_5_14.mp4 6,352,175,410,233,316,197,338,219,-10,64,-1.5,-0.5,-1.0,0.0
Sean_5_14.mp4 7,354,178,411,235,342,188,386,232,-10,64,-1.0,0.0,-1.0,0.0
Sean_5_14.mp4 9,346,192,387,233,351,174,414,237,-10,64,-0.5,-0.5,-0.5,-0.5
Sean_5_15.mp4 2,343,176,400,233,307,195,334,222,-47,25,-1.5,0.5,0.0,0.0
Sean_5_15.mp4 3,335,186,377,228,347,173,404,230,-47,25,-1.5,0.5,-1.0,1.0
Sean_5_15.mp4 4,343,174,397,228,278,168,347,237,-47,25,-1.5,-0.5,-0.5,-0.5
Sean_5_15.mp4 5,339,176,392,229,274,167,345,238,-47,25,-1.5,-0.5,-1.0,1.0
Sean_5_15.mp4 6,295,193,322,220,331,170,395,234,-47,25,-1.0,0.0,-1.0,1.0
Sean_5_15.mp4 7,325,176,387,238,265,170,339,244,-47,25,-1.0,0.0,-1.0,1.0
Sean_5_15.mp4 8,386,188,412,214,320,177,383,240,-47,25,-1.5,-0.5,-0.5,1.5
Sean_5_15.mp4 9,323,179,385,241,258,170,332,244,-47,25,-1.0,0.0,-0.5,0.5
Sean_5_16.mp4 0,362,178,432,248,342,197,366,221,-42,26,-0.5,0.5,-0.5,-0.5
Sean_5_16.mp4 1,335,192,360,217,359,177,435,253,-42,26,0.0,1.0,-0.5,-0.5
Sean_5_16.mp4 2,366,183,430,247,334,194,359,219,-42,26,0,0,0,0
Sean_5_16.mp4 3,333,191,363,221,367,181,433,247,-42,26,-1.0,0.0,-0.5,0.5
Sean_5_16.mp4 4,335,191,360,216,329,187,373,231,-42,26,0.0,1.0,-1.0,-1.0
Sean_5_16.mp4 5,334,191,360,217,362,180,428,246,-42,26,-0.5,0.5,-1.5,-0.5
Sean_5_16.mp4 6,359,180,426,247,331,194,355,218,-42,26,-0.5,-0.5,-1.0,1.0
Sean_5_16.mp4 7,358,183,427,252,330,197,354,221,-42,26,-1.0,0.0,-0.5,-0.5
Sean_5_16.mp4 8,328,198,354,224,362,188,429,255,-42,26,0,0,0,0
Sean_5_16.mp4 9,365,184,436,255,337,200,361,224,-42,26,0,0,0,0
Sean_5_17.mp4 0,298,169,351,222,338,166,398,226,-95,42,-1.0,0.0,-1.0,0.0
Sean_5_17.mp4 1,315,179,338,202,335,165,394,224,-95,42,0,0,0,0
Sean_5_17.mp4 2,315,178,337,200,301,171,348,218,-95,42,-1.0,0.0,-1.0,0.0
Sean_5_17.mp4 3,313,177,337,201,333,161,393,221,-95,42,-1.0,-1.0,-1.0,0.0
Sean_5_17.mp4 4,313,176,336,199,335,163,392,220,-95,42,0,0,0,0
Sean_5_17.mp4 5,310,176,335,201,328,159,389,220,-95,42,-1.0,0.0,-1.0,-1.0
Sean_5_17.mp4 6,328,161,387,220,297,164,355,222,-95,42,-1.5,-0.5,-0.5,-0.5
Sean_5_17.mp4 8,297,168,346,217,324,162,386,224,-95,42,0,0,0,0
Sean_5_17.mp4 9,298,169,349,220,322,167,380,225,-95,42,0,0,0,0
Sean_5_18.mp4 0,325,155,372,202,279,126,373,220,-95,35,0,0,0,0
Sean_5_18.mp4 1,313,154,372,213,283,158,332,207,-95,35,0,0,0,0
Sean_5_18.mp4 2,309,156,364,211,332,263,400,331,-95,35,0,0,0,0
Sean_5_18.mp4 3,320,153,378,211,290,155,341,206,-95,35,0,0,0,0
Sean_5_18.mp4 5,310,149,373,212,291,156,342,207,-95,35,0,0,0,0
Sean_5_18.mp4 6,314,155,369,210,393,533,415,555,-95,35,0,0,0,0
Sean_5_18.mp4 8,311,150,377,216,292,159,341,208,-95,35,0,0,0,0
Sean_5_18.mp4 9,317,158,374,215,293,163,337,207,-95,35,0,0,0,0
Sean_5_18.mp4 10,315,158,374,217,392,534,413,555,-95,35,0,0,0,0
Sean_5_2.mp4 0,504,281,534,311,383,259,429,305,61,28,-1.0,-1.0,-1.0,-1.0
Sean_5_2.mp4 1,380,256,429,305,504,279,536,311,61,28,-1.0,-1.0,-1.5,-0.5
Sean_5_2.mp4 2,379,248,438,307,409,132,455,178,61,28,-1.0,-1.0,-0.5,-0.5
Sean_5_2.mp4 3,409,132,454,177,355,137,395,177,61,28,-1.5,-0.5,-0.5,-0.5
Sean_5_2.mp4 4,408,132,453,177,351,135,395,179,61,28,-1.0,-1.0,-1.0,-1.0
Sean_5_2.mp4 5,378,251,432,305,402,132,446,176,61,28,-1.5,-0.5,-0.5,-0.5
Sean_5_2.mp4 6,374,243,438,307,377,261,419,303,61,28,0,0,0,0
Sean_5_2.mp4 7,375,252,429,306,394,134,441,181,61,28,-1.0,-1.0,-1.0,-1.0
Sean_5_2.mp4 8,396,138,441,183,342,143,383,184,61,28,-1.0,-1.0,-1.0,-1.0
Sean_5_2.mp4 9,504,281,534,311,376,249,435,308,61,28,-1.0,-1.0,-1.0,-1.0
Sean_5_2.mp4 10,0,0,0,0,0,0,0,0,61,28,0,0,0,0
Sean_5_3.mp4 0,367,119,424,176,302,111,373,182,-92,33,-1.0,-1.0,-1.0,-1.0
Sean_5_3.mp4 1,358,105,417,164,291,98,365,172,-92,33,0,0,0,0
Sean_5_3.mp4 2,310,130,353,173,354,111,412,169,-92,33,0,0,0,0
Sean_5_3.mp4 3,355,120,411,176,294,114,359,179,-92,33,-1.0,-1.0,-1.0,-1.0
Sean_5_3.mp4 4,414,129,444,159,361,120,415,174,-92,33,0,0,0,0
Sean_5_3.mp4 5,354,116,411,173,311,131,356,176,-92,33,0,0,0,0
Sean_5_3.mp4 6,300,121,358,179,352,119,410,177,-92,33,0,0,0,0
Sean_5_3.mp4 8,306,137,347,178,351,130,403,182,-92,33,-1.0,-1.0,-1.5,-0.5
Sean_5_3.mp4 9,358,132,407,181,307,136,350,179,-92,33,-1.0,-1.0,-1.0,-1.0
Sean_5_3.mp4 10,353,133,403,183,292,118,362,188,-92,33,0,0,0,0
Sean_5_4.mp4 0,287,133,348,194,338,133,399,194,-120,24,-1.0,0.0,-0.5,-0.5
Sean_5_4.mp4 1,323,252,396,325,301,140,345,184,-120,24,-0.5,-0.5,-1.0,-1.0
Sean_5_4.mp4 2,500,277,526,303,323,254,399,330,-120,24,-0.5,-0.5,-1.0,1.0
Sean_5_4.mp4 3,326,257,399,330,499,276,525,302,-120,24,-0.5,-0.5,-1.5,-0.5
Sean_5_4.mp4 4,351,134,401,184,294,124,355,185,-120,24,-1.0,-1.0,-1.5,-0.5
Sean_5_4.mp4 6,336,131,389,184,312,144,338,170,-120,24,-0.5,-0.5,-1.5,-0.5
Sean_5_4.mp4 7,318,252,397,331,283,123,349,189,-120,24,-1.0,-1.0,-0.5,-0.5
Sean_5_4.mp4 8,322,131,384,193,323,254,395,326,-120,24,-0.5,-0.5,-1.0,-1.0
Sean_5_4.mp4 9,323,250,401,328,345,139,395,189,-120,24,-0.5,-0.5,-0.5,-0.5
Sean_5_4.mp4 10,0,0,0,0,0,0,0,0,-120,24,0,0,0,0
Sean_5_5.mp4 0,315,123,371,179,300,135,323,158,-1,3,-1.0,-1.0,-1.0,0.0
Sean_5_5.mp4 3,300,127,355,182,264,122,324,182,-1,3,0,0,0,0
Sean_5_5.mp4 4,249,99,351,201,299,126,353,180,-1,3,0,0,0,0
Sean_5_5.mp4 8,463,279,505,321,283,134,340,191,-1,3,0,0,0,0
Sean_5_6.mp4 6,268,122,326,180,300,123,353,176,-91,0,0,0,0,0
Sean_5_6.mp4 7,298,126,350,178,258,104,347,193,-91,0,0,0,0,0
Sean_5_6.mp4 9,291,130,346,185,493,287,526,320,-91,0,0,0,0,0
Sean_5_7.mp4 0,410,169,450,209,360,184,386,210,89,29,-0.5,-0.5,-1.5,-0.5
Sean_5_7.mp4 1,407,169,448,210,357,185,382,210,89,29,-1.0,-1.0,-1.5,-0.5
Sean_5_7.mp4 2,406,164,452,210,357,183,383,209,89,29,-1.5,-0.5,-1.0,0.0
Sean_5_7.mp4 3,406,164,448,206,356,180,381,205,89,29,-1.5,-0.5,-1.0,-1.0
Sean_5_7.mp4 4,404,160,446,202,355,176,380,201,89,29,-0.5,-0.5,-1.0,-1.0
Sean_5_7.mp4 5,402,159,442,199,346,167,383,204,89,29,-1.0,-1.0,-1.0,-1.0
Sean_5_7.mp4 6,397,157,439,199,349,172,374,197,89,29,-1.0,-1.0,-1.0,-1.0
Sean_5_7.mp4 7,394,160,434,200,338,166,377,205,89,29,-1.5,-0.5,-0.5,-0.5
Sean_5_7.mp4 8,389,160,432,203,328,159,384,215,89,29,-1.5,-0.5,-1.5,-0.5
Sean_5_7.mp4 9,389,163,431,205,338,177,366,205,89,29,-1.5,-0.5,-1.0,-1.0
Sean_5_8.mp4 0,390,159,437,206,345,173,371,199,-53,45,-1.0,-1.0,-0.5,-0.5
Sean_5_8.mp4 1,344,175,369,200,384,159,435,210,-53,45,-0.5,-0.5,-1.0,0.0
Sean_5_8.mp4 2,338,169,375,206,386,160,438,212,-53,45,-1.0,0.0,-1.5,-0.5
Sean_5_8.mp4 3,394,161,438,205,344,174,369,199,-53,45,-1.0,0.0,-1.0,0.0
Sean_5_8.mp4 4,391,158,437,204,342,173,367,198,-53,45,-1.0,-1.0,-1.5,-0.5
Sean_5_8.mp4 5,390,157,434,201,340,171,367,198,-53,45,-1.5,-0.5,-1.0,0.0
Sean_5_8.mp4 6,390,158,434,202,334,164,373,203,-53,45,-1.5,-0.5,-1.5,-0.5
Sean_5_8.mp4 7,338,176,361,199,379,155,434,210,-53,45,-0.5,-0.5,-1.0,0.0
Sean_5_8.mp4 8,385,160,431,206,335,177,359,201,-53,45,-0.5,-0.5,-1.5,-0.5
Sean_5_8.mp4 9,382,162,428,208,335,177,360,202,-53,45,-0.5,-0.5,-1.0,0.0
Sean_5_9.mp4 0,495,291,531,327,369,137,422,190,-73,38,-1.0,-1.0,-1.0,-1.0
Sean_5_9.mp4 1,375,144,423,192,296,125,372,201,-73,38,-0.5,-0.5,-1.0,-1.0
Sean_5_9.mp4 2,317,137,379,199,381,146,429,194,-73,38,-0.5,-0.5,-1.5,-0.5
Sean_5_9.mp4 3,379,144,432,197,323,141,381,199,-73,38,-1.0,0.0,-1.0,-1.0
Sean_5_9.mp4 4,383,146,430,193,498,296,523,321,-73,38,-1.0,0.0,-1.0,0.0
Sean_5_9.mp4 5,383,145,430,192,323,141,379,197,-73,38,-1.0,0.0,-1.0,0.0
Sean_5_9.mp4 6,498,292,528,322,377,141,431,195,-73,38,-1.5,-0.5,-1.5,-0.5
Sean_5_9.mp4 7,379,145,428,194,318,139,379,200,-73,38,-1.0,-1.0,-1.0,-1.0
Sean_5_9.mp4 8,319,140,379,200,375,143,429,197,-73,38,-1.0,0.0,-1.5,-0.5
Sean_5_9.mp4 9,318,139,379,200,375,143,430,198,-73,38,-1.5,-0.5,-0.5,-0.5
Sean_5_9.mp4 10,325,145,379,199,499,294,527,322,-73,38,-0.5,-0.5,-1.5,-0.5
Tai_5_1.mp4 0,374,238,408,272,274,245,310,281,48,69,-1.5,-0.5,-1.0,-1.0
Tai_5_1.mp4 1,379,242,409,272,306,250,337,281,48,69,-1.5,-0.5,-0.5,-0.5
Tai_5_1.mp4 2,376,235,410,269,276,245,314,283,48,69,-0.5,-0.5,-1.0,-1.0
Tai_5_1.mp4 3,375,235,407,267,300,242,335,277,48,69,-0.5,-0.5,-0.5,-0.5
Tai_5_1.mp4 4,367,233,402,268,290,241,328,279,48,69,-0.5,-0.5,-0.5,-0.5
Tai_5_1.mp4 5,367,236,400,269,291,243,327,279,48,69,-0.5,-0.5,-1.0,-1.0
Tai_5_1.mp4 6,353,234,393,274,282,243,319,280,48,69,-0.5,-0.5,-0.5,-0.5
Tai_5_1.mp4 7,245,452,299,506,355,240,393,278,48,69,-1.0,-1.0,-1.0,-1.0
Tai_5_1.mp4 8,239,446,302,509,358,243,397,282,48,69,-1.0,-1.0,-1.0,-1.0
Tai_5_1.mp4 9,369,241,403,275,295,249,330,284,48,69,-1.5,-0.5,-1.0,-1.0
Tai_5_1.mp4 10,0,0,0,0,0,0,0,0,48,69,0,0,0,0
Tai_5_10.mp4 0,314,319,342,347,392,328,421,357,-43,44,-1.0,-1.0,-1.0,-1.0
Tai_5_10.mp4 1,312,317,344,349,390,327,420,357,-43,44,-0.5,-0.5,-0.5,-0.5
Tai_5_10.mp4 2,315,318,345,348,391,325,424,358,-43,44,-1.0,-1.0,-0.5,-0.5
Tai_5_10.mp4 3,312,314,342,344,384,321,418,355,-43,44,-1.0,-1.0,-0.5,-0.5
Tai_5_10.mp4 4,309,314,339,344,383,322,415,354,-43,44,-1.0,-1.0,-0.5,-0.5
Tai_5_10.mp4 5,310,315,339,344,383,324,412,353,-43,44,-0.5,-0.5,-0.5,-0.5
Tai_5_10.mp4 6,307,316,336,345,381,323,416,358,-43,44,0,0,0,0
Tai_5_10.mp4 7,309,317,337,345,383,327,413,357,-43,44,-1.0,-1.0,-1.0,-1.0
Tai_5_10.mp4 8,384,328,412,356,309,317,341,349,-43,44,-0.5,-0.5,-1.0,-1.0
Tai_5_10.mp4 9,310,319,340,349,388,329,418,359,-43,44,-0.5,-0.5,-0.5,-0.5
Tai_5_11.mp4 2,333,315,355,337,557,412,594,449,-43,44,0,0,0,0
Tai_5_13.mp4 1,442,313,478,349,551,407,584,440,18,65,0,0,0,0
Tai_5_13.mp4 2,444,310,480,346,540,399,584,443,18,65,0,0,0,0
Tai_5_13.mp4 3,442,314,477,349,547,402,589,444,18,65,-1.0,-1.0,-0.5,-0.5
Tai_5_13.mp4 4,445,317,477,349,361,326,395,360,18,65,0,0,0,0
Tai_5_13.mp4 5,443,323,472,352,547,404,585,442,18,65,0,0,0,0
Tai_5_13.mp4 6,442,323,473,354,545,400,590,445,18,65,0,0,0,0
Tai_5_13.mp4 7,523,392,576,445,542,396,592,446,18,65,0,0,0,0
Tai_5_13.mp4 8,447,323,477,353,543,402,584,443,18,65,0,0,0,0
Tai_5_13.mp4 9,546,403,587,444,522,391,579,448,18,65,0,0,0,0
Tai_5_13.mp4 10,0,0,0,0,0,0,0,0,18,65,0,0,0,0
Tai_5_14.mp4 0,432,332,461,361,546,398,594,446,7,131,-1.0,-1.0,-0.5,-0.5
Tai_5_14.mp4 1,433,333,461,361,546,402,590,446,7,131,0,0,0,0
Tai_5_14.mp4 2,340,328,377,365,547,403,589,445,7,131,-1.0,-1.0,-0.5,-0.5
Tai_5_14.mp4 3,425,326,460,361,339,330,373,364,7,131,0,0,0,0
Tai_5_14.mp4 4,426,333,454,361,333,328,375,370,7,131,-0.5,-0.5,-1.0,-1.0
Tai_5_14.mp4 5,425,334,452,361,335,335,368,368,7,131,0,0,0,0
Tai_5_15.mp4 0,344,181,409,246,544,400,592,448,-28,61,0,0,0,0
Tai_5_15.mp4 1,310,326,340,356,343,172,411,240,-28,61,0,0,0,0
Tai_5_15.mp4 2,312,321,344,353,343,166,413,236,-28,61,-1.0,-1.0,-0.5,-0.5
Tai_5_15.mp4 3,308,326,338,356,339,172,406,239,-28,61,-1.0,-1.0,-1.0,-1.0
Tai_5_15.mp4 4,308,325,339,356,341,166,417,242,-28,61,0,0,0,0
Tai_5_15.mp4 5,307,329,335,357,384,338,411,365,-28,61,-0.5,-0.5,-1.0,-1.0
Tai_5_15.mp4 6,309,333,335,359,343,170,419,246,-28,61,0,0,0,0
Tai_5_15.mp4 9,312,334,342,364,547,404,589,446,-28,61,0,0,0,0
Tai_5_16.mp4 1,363,343,387,367,550,407,588,445,-69,43,0,0,0,0
Tai_5_16.mp4 2,364,338,387,361,546,403,590,447,-69,43,0,0,0,0
Tai_5_16.mp4 3,292,328,314,350,360,339,384,363,-69,43,0,0,0,0
Tai_5_16.mp4 4,349,338,373,362,546,405,589,448,-69,43,0,0,0,0
Tai_5_16.mp4 5,343,339,367,363,547,404,589,446,-69,43,0,0,0,0
Tai_5_16.mp4 6,514,308,558,352,546,404,589,447,-69,43,0,0,0,0
Tai_5_2.mp4 0,335,225,376,266,265,231,302,268,-8,69,-1.0,-1.0,-1.0,-1.0
Tai_5_2.mp4 1,329,234,368,273,255,239,292,276,-8,69,-0.5,-0.5,-1.0,-1.0
Tai_5_2.mp4 2,323,238,356,271,246,240,283,277,-8,69,-1.0,-1.0,-1.0,-1.0
Tai_5_2.mp4 3,328,229,370,271,257,234,295,272,-8,69,-1.0,-1.0,-0.5,-0.5
Tai_5_2.mp4 4,190,360,213,383,328,232,367,271,-8,69,-1.0,-1.0,-0.5,-0.5
Tai_5_2.mp4 5,321,228,360,267,222,442,284,504,-8,69,-0.5,-0.5,-1.0,-1.0
Tai_5_2.mp4 7,229,450,281,502,190,359,212,381,-8,69,-0.5,-0.5,-1.0,-1.0
Tai_5_2.mp4 8,322,235,359,272,249,239,286,276,-8,69,-1.0,-1.0,-1.0,-1.0
Tai_5_2.mp4 9,225,445,282,502,324,238,361,275,-8,69,-0.5,-0.5,-1.0,-1.0
Tai_5_3.mp4 0,286,227,322,263,219,229,250,260,-29,30,-0.5,-0.5,-1.0,-1.0
Tai_5_3.mp4 1,382,424,437,479,292,235,320,263,-29,30,-1.0,-1.0,-0.5,-0.5
Tai_5_3.mp4 2,283,217,324,258,219,224,251,256,-29,30,-0.5,-0.5,-1.0,-1.0
Tai_5_3.mp4 3,278,219,317,258,214,224,246,256,-29,30,-0.5,-0.5,-1.0,-1.0
Tai_5_3.mp4 4,279,220,315,256,214,224,245,255,-29,30,-1.0,-1.0,-0.5,-0.5
Tai_5_3.mp4 5,211,228,238,255,275,221,313,259,-29,30,-0.5,-0.5,-1.0,-1.0
Tai_5_3.mp4 6,277,223,312,258,212,228,241,257,-29,30,-0.5,-0.5,-1.0,-1.0
Tai_5_3.mp4 7,275,226,311,262,212,232,240,260,-29,30,-1.0,-1.0,-1.0,-1.0
Tai_5_3.mp4 8,277,224,318,265,213,229,246,262,-29,30,-0.5,-0.5,-0.5,-0.5
Tai_5_3.mp4 9,211,232,241,262,276,226,313,263,-29,30,-0.5,-0.5,-1.0,-1.0
Tai_5_4.mp4 0,257,227,283,253,232,200,306,274,-68,18,0,0,0,0
Tai_5_4.mp4 1,258,228,283,253,259,212,312,265,-68,18,-1.0,-1.0,-2.0,-1.0
Tai_5_4.mp4 3,258,228,284,254,204,226,226,248,-68,18,0,0,0,0
Tai_5_4.mp4 4,255,227,281,253,231,202,306,277,-68,18,0,0,0,0
Tai_5_4.mp4 7,252,230,277,255,254,218,302,266,-68,18,0,0,0,0
Tai_5_4.mp4 8,251,232,276,257,174,370,249,445,-68,18,0,0,0,0
Tai_5_4.mp4 9,250,234,273,257,250,224,295,269,-68,18,0,0,0,0
Tai_5_4.mp4 10,254,232,278,256,200,231,221,252,-68,18,0,0,0,0
Tai_5_5.mp4 1,356,311,377,332,356,300,403,347,-68,18,0,0,0,0
Tai_5_5.mp4 9,354,313,379,338,356,300,404,348,-68,18,0,0,0,0
Tai_5_6.mp4 6,319,455,353,489,333,301,378,346,-68,18,0,0,0,0
Tai_5_7.mp4 0,482,310,515,343,399,320,435,356,18,53,-1.0,-1.0,-0.5,-0.5
Tai_5_7.mp4 1,555,408,588,441,311,521,356,566,18,53,0,0,0,0
Tai_5_7.mp4 2,478,311,513,346,395,323,429,357,18,53,-1.0,-1.0,-1.0,-1.0
Tai_5_7.mp4 3,475,309,512,346,390,319,429,358,18,53,-1.5,-0.5,-0.5,-0.5
Tai_5_7.mp4 4,471,309,508,346,387,320,423,356,18,53,-1.0,-1.0,-1.0,-1.0
Tai_5_7.mp4 5,464,315,504,355,381,328,418,365,18,53,-1.0,-1.0,-1.0,-1.0
Tai_5_7.mp4 7,463,317,503,357,382,331,417,366,18,53,-1.0,-1.0,-1.0,-1.0
Tai_5_7.mp4 9,469,318,505,354,382,328,420,366,18,53,-0.5,-0.5,-0.5,-0.5
Tai_5_8.mp4 0,441,317,478,354,353,318,392,357,-3,143,-1.0,-1.0,-1.0,-1.0
Tai_5_8.mp4 1,354,319,393,358,440,315,481,356,-3,143,-0.5,-0.5,-0.5,-0.5
Tai_5_8.mp4 2,441,317,481,357,356,323,393,360,-3,143,-1.0,-1.0,-0.5,-0.5
Tai_5_8.mp4 3,359,322,392,355,443,314,484,355,-3,143,-0.5,-0.5,-0.5,-0.5
Tai_5_8.mp4 4,354,320,392,358,441,314,482,355,-3,143,-0.5,-0.5,-1.0,-1.0
Tai_5_8.mp4 5,353,317,390,354,434,309,480,355,-3,143,-0.5,-0.5,-0.5,-0.5
Tai_5_8.mp4 6,350,317,388,355,434,312,476,354,-3,143,-1.0,-1.0,-0.5,-0.5
Tai_5_8.mp4 7,343,318,380,355,427,312,470,355,-3,143,-0.5,-0.5,-1.0,-1.0
Tai_5_8.mp4 8,345,320,381,356,429,313,471,355,-3,143,-1.0,-1.0,-0.5,-0.5
Tai_5_8.mp4 9,349,324,384,359,437,321,472,356,-3,143,-1.0,-1.0,-0.5,-0.5
Tai_5_8.mp4 10,348,324,384,360,432,319,472,359,-3,143,-0.5,-0.5,-0.5,-0.5
Tai_5_9.mp4 0,316,321,348,353,396,321,432,357,-27,45,-1.0,-1.0,-1.0,-1.0
Tai_5_9.mp4 2,401,321,436,356,318,317,353,352,-27,45,-0.5,-0.5,-0.5,-0.5
Tai_5_9.mp4 3,316,313,350,347,398,319,429,350,-27,45,-1.0,-1.0,-1.0,-1.0
Tai_5_9.mp4 4,313,313,346,346,393,315,430,352,-27,45,-1.0,-1.0,-1.0,-1.0
Tai_5_9.mp4 5,312,316,344,348,390,319,424,353,-27,45,-0.5,-0.5,-1.0,-1.0
Tai_5_9.mp4 6,311,317,343,349,391,322,422,353,-27,45,-1.0,-1.0,-1.0,-1.0
Tai_5_9.mp4 7,313,324,343,354,390,327,424,361,-27,45,-0.5,-0.5,-0.5,-0.5
Tai_5_9.mp4 8,314,323,345,354,396,328,426,358,-27,45,-0.5,-0.5,-0.5,-0.5
Tai_5_9.mp4 9,317,322,347,352,398,326,428,356,-27,45,-0.5,-0.5,-1.0,-1.0
Tony_5_1.mp4 0,376,186,427,237,305,189,353,237,-14,51,-1.5,-0.5,-0.5,-0.5
Tony_5_1.mp4 1,382,180,431,229,310,181,363,234,-14,51,-1.5,-0.5,-1.0,-1.0
Tony_5_1.mp4 2,381,181,430,230,309,182,361,234,-14,51,-1.0,-1.0,-1.5,-0.5
Tony_5_1.mp4 3,380,179,430,229,309,181,360,232,-14,51,-1.0,-1.0,-1.5,-0.5
Tony_5_1.mp4 4,381,178,431,228,309,179,360,230,-14,51,-1.0,-1.0,-1.0,-1.0
Tony_5_1.mp4 5,378,176,430,228,307,179,359,231,-14,51,-1.0,-1.0,-1.0,-1.0
Tony_5_1.mp4 6,377,177,427,227,305,179,356,230,-14,51,-1.0,-1.0,-1.0,-1.0
Tony_5_1.mp4 7,375,177,426,228,304,179,356,231,-14,51,-1.5,-0.5,-0.5,-0.5
Tony_5_1.mp4 8,375,178,426,229,304,180,355,231,-14,51,-1.0,-1.0,-1.0,-1.0
Tony_5_1.mp4 9,375,179,425,229,304,181,356,233,-14,51,-1.5,-0.5,-1.0,-1.0
Tony_5_1.mp4 10,378,180,427,229,305,180,357,232,-14,51,-1.5,-0.5,-1.5,-0.5
Tony_5_10.mp4 0,262,198,299,235,309,193,363,247,-95,43,-0.5,-0.5,-0.5,-0.5
Tony_5_10.mp4 1,263,200,300,237,311,195,364,248,-95,43,-1.0,-1.0,-1.0,-1.0
Tony_5_10.mp4 2,264,199,301,236,314,196,365,247,-95,43,-1.0,-1.0,-0.5,-0.5
Tony_5_10.mp4 3,262,195,301,234,313,193,365,245,-95,43,-0.5,-0.5,-1.0,0.0
Tony_5_10.mp4 4,261,195,299,233,312,192,364,244,-95,43,-1.0,-1.0,-1.0,0.0
Tony_5_10.mp4 5,259,195,300,236,310,192,363,245,-95,43,-0.5,-0.5,-0.5,-0.5
Tony_5_10.mp4 6,261,197,300,236,311,194,363,246,-95,43,-0.5,-0.5,-1.0,0.0
Tony_5_10.mp4 7,262,198,299,235,310,193,363,246,-95,43,-0.5,-0.5,-1.0,0.0
Tony_5_10.mp4 8,263,199,299,235,312,194,364,246,-95,43,-1.0,-1.0,-1.0,-1.0
Tony_5_10.mp4 9,264,200,302,238,313,193,369,249,-95,43,-1.0,-1.0,-0.5,-0.5
Tony_5_11.mp4 4,248,192,281,225,283,188,333,238,-80,5,-1.0,-1.0,-1.0,-1.0
Tony_5_11.mp4 6,243,191,277,225,280,187,332,239,-80,5,-0.5,-1.5,-1.0,-1.0
Tony_5_11.mp4 7,280,188,331,239,252,197,276,221,-80,5,-0.5,-0.5,-1.0,-1.0
Tony_5_11.mp4 8,248,196,277,225,281,187,332,238,-80,5,-1.0,-1.0,-0.5,-0.5
Tony_5_11.mp4 10,0,0,0,0,0,0,0,0,-80,5,0,0,0,0
Tony_5_12.mp4 0,246,177,306,237,272,186,320,234,-80,5,0,0,0,0
